Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Product rating count (product.metafields.reviews.rating_count),Age group (product.metafields.shopify.age-group),Color (product.metafields.shopify.color-pattern),Size (product.metafields.shopify.size),Sleeve length type (product.metafields.shopify.sleeve-length-type),Target gender (product.metafields.shopify.target-gender),Top length type (product.metafields.shopify.top-length-type),Snowboard binding mount (product.metafields.test_data.binding_mount),Snowboard length (product.metafields.test_data.snowboard_length),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Canada,Price / Canada,Compare At Price / Canada,Status
analog-men-s-greed-jacket-2014,Greed Jacket,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""//skiandscuba.com"" target=""_blank"">The Ski Chalet &amp; Treasure Cove Scuba</a>.</em></p>
<ul>
<li><span style=""line-height: 1.2;"">10,000mm / 10,000g, 97% polyester / 3% spandex stretch twill with hydro coating with 60g polyester fill and fully taped seams</span></li>
<li><span style=""line-height: 1.2;"">PLA printed satin lining by Desillusion Magazine</span></li>
<li><span style=""line-height: 1.2;"">Removable stretch waist gaiter</span></li>
<li><span style=""line-height: 1.2;"">Zipper armpit vents with mesh lining</span></li>
<li><span style=""line-height: 1.5;"">Internal media &amp; defogging goggle pocket</span></li>
</ul>",Analog,,Jackets,Jackets,true,Size,Large,,Color,Leather Brown/Burgundy,,,,,,1361.003906185,shopify,deny,manual,161.00,,true,true,,,,,'9009518538723,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/greed-jacket-linhnguyen4-1.jpg?v=1778660986,1,Greed Jacket - linhnguyen4,false,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/greed-jacket-linhnguyen4-1.jpg?v=1778660986,lb,,,,,,active
analog-men-s-greed-jacket-2014,,,,,,,,,XLarge,,,Corp Yellow/True Black,,,,,,1361.003906185,shopify,deny,manual,184.00,,true,true,,,,,'9009518538877,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/greed-jacket-linhnguyen4-2.jpg?v=1778660986,2,Greed Jacket - linhnguyen4,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/greed-jacket-linhnguyen4-2.jpg?v=1778660986,lb,,,,,,
analog-men-s-greed-jacket-2014,,,,,,,,,Large,,,Corp Yellow/True Black,,,,,,1361.003906185,shopify,deny,manual,184.00,,true,true,,,,,'9009518538877,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/greed-jacket-linhnguyen4-2.jpg?v=1778660986,lb,,,,,,
burton-men-s-haze-varsity-jacket-2014,Haze Varsity,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""//skiandscuba.com"" target=""_blank"">The Ski Chalet &amp; Treasure Cove Scuba</a>.</em></p><ul>
<li><span style=""line-height: 1.5;"">Mapped with 3M™ Thinsulate™ Insulation [40G Body / Sleeves / Hood]</span></li>
<li><span style=""line-height: 1.5;"">Embossed Taffeta Lining</span></li>
<li><span style=""line-height: 1.5;"">DRYRIDE Durashell™ 2-Layer Oxford Fabric [10,000MM, 5,000G]</span></li>
</ul>
<span style=""line-height: 1.5;""></span>
<ul class=""key-design-features key-design-features-list ""></ul>",Burton,,Jackets,Jackets,true,Size,Large,,Color,True Penny,,,,,,1361.003906185,shopify,deny,manual,132.96,,true,true,,,,,'9009518520636,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/haze-varsity-linhnguyen4-1.jpg?v=1778660985,1,Haze Varsity - linhnguyen4,false,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/haze-varsity-linhnguyen4-1.jpg?v=1778660985,lb,,,,,,active
burton-stay-calm-binding-2016,Stay Calm,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""//skiandscuba.com"" target=""_blank"">The Ski Chalet &amp; Treasure Cove Scuba</a>.</em></p><ul>
<li>BASEPLATE: Single-Component 30% Short-Glass/Nylon Composite Re:Flex™</li>
<li>HI-BACK: Single-Component Canted Living Hinge™ Zero-Lean Hi-Back with Heel Hammock and DialFLAD™</li>
<li>STRAPS: Tweakstrap with Flex Slider and Gettagrip Capstrap™</li>
<li>BUCKLES: Dual-Component Smooth Glide™ Buckles</li>
<li>CUSHIONING: Re:Flex AutoCANT FullBED Cushioning System with Under-Baseplate Dampening Pad</li>
<li>Features Re-Ground Materials to Reduce Waste</li>
<li>Compatible with All Major Mounting Systems</li>
</ul>",Burton,,Snowboard Bindings,Snowboard Bindings,true,Size,Large,,Color,Blued Up,,,,,,6350.021024578,shopify,deny,manual,269.95,,true,true,,,,,'632059929133,,,,false,,,,,,,,,,,,,lb,,,,,,active
burton-death-falcon-binding-2016,Death Falcon,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""//skiandscuba.com"" target=""_blank"">The Ski Chalet &amp; Treasure Cove Scuba</a>.</em></p><ul>
<li>BASEPLATE: Park Blend Single-Component 18% Short-Glass/Nylon Composite Re:Flex™</li>
<li>HI-BACK: Single-Component Canted Zero-Lean Winged Hi-Back with MicroFLAD™</li>
<li>STRAPS: NEW Asym Reactstrap™ and Gettagrip Capstrap™</li>
<li>BUCKLES: NEW Dual Component Smooth Glide™ Buckles</li>
<li>CUSHIONING: Re:Flex AutoCANT FullBED Cushioning System with Updated Under-Baseplate Dampening Pad</li>
<li>Features Re-Ground Materials to Reduce Waste</li>
<li>Compatible with All Major Mounting Systems</li>
</ul>",Burton,,Snowboard Bindings,Snowboard Bindings,true,Size,Medium,,Color,Lichen Like,,,,,,6350.021024578,shopify,deny,manual,229.95,,true,true,,,,,'632059929201,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/death-falcon-linhnguyen4-1.jpg?v=1778660982,1,Death Falcon - linhnguyen4,false,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/death-falcon-linhnguyen4-1.jpg?v=1778660982,lb,,,,,,active
burton-death-falcon-binding-2016,,,,,,,,,Large,,,Lichen Like,,,,,,6350.021024578,shopify,deny,manual,229.95,,true,true,,,,,'632059929195,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/death-falcon-linhnguyen4-1.jpg?v=1778660982,lb,,,,,,
burton-cartel-binding-2016,Cartel,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""//skiandscuba.com"" target=""_blank"">The Ski Chalet &amp; Treasure Cove Scuba</a>.</em></p><ul>
<li>BASEPLATE: Single-Component 45% Short-Glass/Nylon Composite Re:Flex™</li>
<li>HI-BACK: Single-Component Canted Living Hinge™ Zero-Lean Hi-Back with DialFLAD™</li>
<li>STRAPS: Lightweight Reactstrap™ with Flex Slider and Gettagrip Capstrap™</li>
<li>BUCKLES: NEW Double Take Buckles Featuring Insta-Click</li>
<li>CUSHIONING: Re:Flex AutoCANT FullBED Cushioning System with Under-Baseplate EVA Dampening and B3 Gel</li>
<li>Features Re-Ground Materials to Reduce Waste</li>
<li>Compatible with All Major Mounting Systems</li>
</ul>",Burton,,Snowboard Bindings,Snowboard Bindings,true,Size,Large,,Color,Black,,,,,,6350.021024578,shopify,deny,manual,259.95,,true,true,,,,,'632059927757,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/cartel-linhnguyen4-1.jpg?v=1778660981,1,Cartel - linhnguyen4,false,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/cartel-linhnguyen4-1.jpg?v=1778660981,lb,,,,,,active
burton-support-local-cartel-binding-2016,Cartel,"<p><em>This is a demonstration store. You can purchase products like this from <a href=""//skiandscuba.com"" target=""_blank"">The Ski Chalet &amp; Treasure Cove Scuba</a>.</em></p><ul>
<li>BASEPLATE: Single-Component 45% Short-Glass/Nylon Composite Re:Flex™</li>
<li>HI-BACK: Single-Component Canted Living Hinge™ Zero-Lean Hi-Back with DialFLAD™</li>
<li>STRAPS: Lightweight Reactstrap™ with Flex Slider and Gettagrip Capstrap™</li>
<li>BUCKLES: NEW Double Take Buckles Featuring Insta-Click</li>
<li>CUSHIONING: Re:Flex AutoCANT FullBED Cushioning System with Under-Baseplate EVA Dampening and B3 Gel</li>
<li>Features Re-Ground Materials to Reduce Waste</li>
<li>Compatible with All Major Mounting Systems</li>
</ul>",Burton,,Snowboard Bindings,Snowboard Bindings,true,Size,Medium,,Color,GI Green,,,,,,6350.021024578,shopify,deny,manual,259.95,,true,true,,,,,'632059927856,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/10539102321_1_648x720_72_RGB.jpg?v=1778660980,1,Cartel - linhnguyen4,false,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/10539102321_1_648x720_72_RGB.jpg?v=1778660980,lb,,,,,,active
burton-support-local-cartel-binding-2016,,,,,,,,,Large,,,GI Green,,,,,,6350.021024578,shopify,deny,manual,259.95,,true,true,,,,,'632059927849,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/10539102321_1_648x720_72_RGB.jpg?v=1778660980,lb,,,,,,
burton-support-local-custom-binding-2016,Custom,"<h2 data-start=""158"" data-end=""243""><strong data-start=""160"" data-end=""241"">Brighten Your Look with freakySera’s Stunning Yellow Jewellery Set Collection</strong></h2>
<p data-start=""245"" data-end=""603"">Jewelry has always been an essential part of fashion, adding charm, elegance, and sophistication to every look. When it comes to vibrant and eye-catching jewelry, nothing compares to a Yellow Jewellery Set. Whether you love traditional styles or modern trends, freakySera offers a diverse range of Yellow Jewellery to complement your wardrobe. </p>
<p data-start=""605"" data-end=""935"">From subtle pastel tones to deep mustard hues, our collection covers all shades of yellow. Whether you prefer a Yellow <a href=""https://www.freakysera.com/collections/necklace-collections"" title=""Necklace collection"">Necklace</a>, a trendy Yellow <a href=""https://www.freakysera.com/collections/chokers-collection"" title=""Chokers collection"">Choker</a>, or classic Yellow <a href=""https://www.freakysera.com/collections/earrings-women"" title=""Earrings"">Earrings</a>, you’ll find the perfect match at freakySera. Our designs, crafted with precision, make every piece unique and perfect for any occasion.</p>
<h2 data-start=""942"" data-end=""1005""><strong data-start=""945"" data-end=""1003"">Explore the Variety of Shades in Yellow Jewellery Sets</strong></h2>
<p data-start=""1007"" data-end=""1224"">Yellow is a powerful and versatile color. Different shades create different moods, making them suitable for various occasions. Here’s a look at the range of hues available in our Yellow Jewellery collection:</p>
<ul data-start=""1226"" data-end=""1985"">
<li data-start=""1226"" data-end=""1402"">
<strong data-start=""1228"" data-end=""1260"">Pastel Yellow Jewellery Sets</strong> – These sets exude a soft and subtle charm, ideal for casual and daytime wear. They go well with floral dresses, cotton sarees, and kurtis.</li>
<li data-start=""1403"" data-end=""1597"">
<strong data-start=""1405"" data-end=""1437"">Golden Yellow Jewellery Sets</strong> – With a rich and traditional appeal, these sets bring regal elegance to bridal and festive wear. They complement silk sarees, lehengas, and heavy Anarkalis.</li>
<li data-start=""1598"" data-end=""1806"">
<strong data-start=""1600"" data-end=""1631"">Lemon Yellow Jewellery Sets</strong> – Fresh, vibrant, and full of life, these sets add a playful touch to your outfit. They are perfect for casual outings, summer dresses, and contemporary Indo-western looks.</li>
<li data-start=""1807"" data-end=""1985"">
<strong data-start=""1809"" data-end=""1847"">Deep Mustard Yellow Jewellery Sets</strong> – A more sophisticated and bold shade, mustard yellow jewelry pairs beautifully with darker outfits, evening gowns, and festive attire.</li>
</ul>
<p data-start=""1987"" data-end=""2139"">freakySera ensures that every Yellow Jewellery is crafted with high-quality materials and designs that highlight the uniqueness of each shade.</p>
<h2 data-start=""2146"" data-end=""2208""><strong data-start=""2149"" data-end=""2206"">Materials Used in Yellow Jewellery Sets at freakySera</strong></h2>
<p data-start=""2210"" data-end=""2466"">The materials used in artificial jewelry determine their durability, shine, and comfort. At freakySera, we focus on providing premium-quality materials in our Yellow Jewellery collection. Here are some of the materials used in our jewelry pieces:</p>
<ul data-start=""2468"" data-end=""3235"">
<li data-start=""2468"" data-end=""2602"">
<strong data-start=""2470"" data-end=""2507"">Gold-Plated Yellow Jewellery </strong>– These sets offer a luxurious and rich appeal, perfect for weddings and grand celebrations.</li>
<li data-start=""2603"" data-end=""2773"">
<strong data-start=""2605"" data-end=""2639"">Oxidized Yellow Jewellery </strong>– If you love antique and rustic finishes, our oxidized yellow jewelry provides an old-world charm with a touch of modern elegance.</li>
<li data-start=""2774"" data-end=""2956"">
<strong data-start=""2776"" data-end=""2814"">Silver-Toned Yellow Jewellery </strong>– For a contemporary look, silver-toned jewelry in yellow hues is an excellent choice. It pairs well with western and Indo-western outfits.</li>
<li data-start=""2957"" data-end=""3087"">
<strong data-start=""2959"" data-end=""3002"">Acrylic and Resin Yellow Jewellery </strong>– These lightweight and trendy sets are perfect for daily wear and casual outings.</li>
<li data-start=""3088"" data-end=""3235"">
<strong data-start=""3090"" data-end=""3129"">Enamel-Coated Yellow Jewellery </strong>– Ensuring long-lasting shine and durability, enamel-coated jewelry is a stylish and affordable choice.</li>
</ul>
<p data-start=""3237"" data-end=""3368"">Each Yellow Jewellery is designed for comfort and elegance, making it easy to wear for long hours without any discomfort.</p>
<h2 data-start=""3375"" data-end=""3443""><strong data-start=""3378"" data-end=""3441"">Beautiful Stone Types in freakySera’s Yellow Jewellery Sets</strong></h2>
<p data-start=""3445"" data-end=""3619"">Different stones add charm, brilliance, and a touch of sophistication to jewelry. Our Yellow Jewellery collection features stunning stone embellishments, including:</p>
<ul data-start=""3621"" data-end=""4213"">
<li data-start=""3621"" data-end=""3780"">
<strong data-start=""3623"" data-end=""3648"">Cubic Zirconia Stones</strong> – These sparkling stones add brilliance to Yellow<strong data-start=""3692"" data-end=""3712""> Necklaces</strong> and <strong data-start=""3717"" data-end=""3736"">Yellow Earrings</strong>, making them ideal for special occasions.</li>
<li data-start=""3781"" data-end=""3927"">
<strong data-start=""3783"" data-end=""3808"">Kundan and Pearl Work</strong> – Often used in Yellow Chokers, these stones create a royal and vintage appeal, perfect for traditional outfits.</li>
<li data-start=""3928"" data-end=""4063"">
<strong data-start=""3930"" data-end=""3963"">Gemstones and Synthetic Opals</strong> – These elements bring a unique touch to <strong data-start=""4005"" data-end=""4029"">Yellow Drop Earrings</strong>, adding elegance to every look.</li>
<li data-start=""4064"" data-end=""4213"">
<strong data-start=""4066"" data-end=""4098"">Topaz and Swarovski Crystals</strong> – For a refined and radiant finish, topaz and Swarovski crystals elevate the charm of Jewellery Sets.</li>
</ul>
<p data-start=""4215"" data-end=""4383"">Each stone is carefully selected to enhance the beauty and durability of the jewelry, ensuring that every piece in the Jewellery Set collection stands out.</p>
<h2 data-start=""4390"" data-end=""4449""><strong data-start=""4393"" data-end=""4447"">Stylish Designs Available in Yellow Jewellery Sets</strong></h2>
<p data-start=""4451"" data-end=""4605"">At freakySera, we offer a wide range of styles in Yellow Jewellery , allowing you to choose a design that matches your personality and occasion.</p>
<ul data-start=""4607"" data-end=""5228"">
<li data-start=""4607"" data-end=""4767"">
<strong data-start=""4609"" data-end=""4631"">Yellow Choker Sets</strong> – These bold and trendy chokers sit perfectly on the neck, making them a great choice for deep-neck blouses and off-shoulder dresses.</li>
<li data-start=""4768"" data-end=""4939"">
<strong data-start=""4770"" data-end=""4794"">Yellow Necklace Sets</strong> – Whether you prefer a simple pendant necklace or an elaborate traditional set, our <strong data-start=""4879"" data-end=""4898"">Yellow Necklace</strong> collection has something for everyone.</li>
<li data-start=""4940"" data-end=""5092"">
<strong data-start=""4942"" data-end=""4961"">Yellow Earrings</strong> – From small studs to grand jhumkas, our Yellow Earrings are designed to complement different face shapes and outfit styles.</li>
<li data-start=""5093"" data-end=""5228"">
<strong data-start=""5095"" data-end=""5119"">Yellow Drop Earrings</strong> – These elegant earrings add a delicate and elongated look, perfect for evening wear and cocktail parties.</li>
</ul>
<p data-start=""5230"" data-end=""5356"">With a wide variety of styles, freakySera ensures that you always have the perfect Yellow Jewellery for every event.</p>
<h2 data-start=""5363"" data-end=""5422""><strong data-start=""5366"" data-end=""5420"">Exquisite Design Patterns in Yellow Jewellery Sets</strong></h2>
<p data-start=""5424"" data-end=""5583"">Our Jewellery Sets feature intricate design patterns that reflect both traditional and modern aesthetics. Some of the most loved patterns include:</p>
<ul data-start=""5585"" data-end=""6161"">
<li data-start=""5585"" data-end=""5737"">
<strong data-start=""5587"" data-end=""5604"">Floral Motifs</strong> – Adding a delicate and feminine touch to Yellow Necklaces and Yellow Earrings, floral designs are timeless and beautiful.</li>
<li data-start=""5738"" data-end=""5857"">
<strong data-start=""5740"" data-end=""5759"">Peacock Designs</strong> – Symbolizing grace and beauty, peacock motifs in Yellow Chokers make a striking statement.</li>
<li data-start=""5858"" data-end=""5999"">
<strong data-start=""5860"" data-end=""5882"">Geometric Patterns</strong> – For a contemporary edge, our Yellow Drop Earrings and Yellow Necklaces come in stylish geometric shapes.</li>
<li data-start=""6000"" data-end=""6161"">
<strong data-start=""6002"" data-end=""6022"">Filigree Designs</strong> – These antique-inspired patterns add an elegant, vintage touch to Jewellery Sets, making them perfect for special occasions.</li>
</ul>
<p data-start=""6163"" data-end=""6276"">Our intricate designs ensure that every Jewellery Set is unique and crafted with exceptional detail.</p>
<h3 data-start=""6283"" data-end=""6330""><strong data-start=""6286"" data-end=""6328"">How to Style Your Yellow Jewellery Set</strong></h3>
<p data-start=""6332"" data-end=""6462"">The beauty of yellow jewelry is that it pairs well with various outfits. Here’s how you can style your Jewellery Set:</p>
<ul data-start=""6464"" data-end=""6806"">
<li data-start=""6464"" data-end=""6547"">
<strong data-start=""6466"" data-end=""6490"">Yellow Necklace Sets</strong> look stunning with sarees, lehengas, and ethnic suits.</li>
<li data-start=""6548"" data-end=""6629"">
<strong data-start=""6550"" data-end=""6572"">Yellow Choker Sets</strong> complement Indo-western outfits and deep-neck blouses.</li>
<li data-start=""6630"" data-end=""6721"">
<strong data-start=""6632"" data-end=""6651"">Yellow Earrings</strong> enhance casual wear, including kurtis, tunics, and western dresses.</li>
<li data-start=""6722"" data-end=""6806"">
<strong data-start=""6724"" data-end=""6748"">Yellow Drop Earrings</strong> add a refined touch to evening gowns and formal attire.</li>
</ul>
<p data-start=""6808"" data-end=""6911"">Experiment with different styles to make a bold fashion statement with your Jewellery Set.</p>
<h3 data-start=""6918"" data-end=""6975""><strong data-start=""6921"" data-end=""6973"">Why Choose freakySera for Yellow Jewellery Sets?</strong></h3>
<p data-start=""6977"" data-end=""7150"">freakySera offers a diverse range of Yellow Jewellery , combining elegance, affordability, and premium craftsmanship. Here’s why our customers love our collection:</p>
<p data-start=""7152"" data-end=""7390"">✔ Wide variety of shades and styles<br data-start=""7191"" data-end=""7194"">✔ High-quality materials and durability<br data-start=""7237"" data-end=""7240"">✔ Lightweight and comfortable to wear<br data-start=""7281"" data-end=""7284"">✔ Affordable pricing for all budgets<br data-start=""7324"" data-end=""7327"">✔ Perfect for daily wear, festive occasions, and weddings</p>
<p data-start=""7392"" data-end=""7541"">Our commitment to quality and design ensures that every Jewellery from freakySera is a valuable addition to your jewelry collection.</p>
<p data-start=""7569"" data-end=""7929"">A Jewellery brings warmth, elegance, and charm to your jewelry collection. Whether it’s a Yellow Necklace, a stylish Yellow Choker, or trendy Yellow Drop Earrings, freakySera offers a diverse range of options. With high-quality materials, unique designs, and exceptional craftsmanship, our collection is perfect for every occasion.</p>
<p data-start=""7931"" data-end=""8057"">Explore freakySera’s Yellow Jewellery collection today and elevate your fashion statement with the beauty of yellow!</p>
<p>🌟 Stay updated with the latest news, new designs, and exclusive updates! Follow us on Instagram <a href=""https://www.instagram.com/YourInstagramHandle"" rel=""noopener noreferrer"" target=""_blank"">@</a><a title=""freakysera Instagram Store"" href=""https://www.instagram.com/jewls_by_freakysera"" rel=""noopener"" target=""_blank"">jewls_by_freakysera </a>and join our growing community. 🌟 </p>",Burton,,Snowboard Bindings,Snowboard Bindings,true,Size,Medium,,Color,Blue Denim,,,,,,6350.021024578,shopify,deny,manual,179.95,,true,true,,,,,'632059928068,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/custom-linhnguyen4-1.jpg?v=1778660979,1,Custom - linhnguyen4,false,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0976/2819/3061/files/custom-linhnguyen4-1.jpg?v=1778660979,lb,,,,,,active
